"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP0996","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2025-08-15,0.17,"Less than 1 year"
"EMP0997","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2019-09-13,6.09,"6-10 years"
"EMP0998","Client Operations","Implementation","Manager","People Manager","Remote","South",2024-06-09,1.35,"1-2 years"
"EMP0999","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2016-04-30,9.46,"6-10 years"
"EMP1000","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2021-01-26,4.72,"3-5 years"
"EMP1001","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2021-03-26,4.56,"3-5 years"
"EMP1002","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","South",2015-10-05,10.03,"6-10 years"
"EMP1003","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2020-10-07,5.02,"3-5 years"
"EMP1004","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2024-10-22,0.98,"Less than 1 year"
"EMP1005","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","Midwest",2025-09-26,0.05,"Less than 1 year"
"EMP1006","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Midwest",2024-10-06,1.02,"1-2 years"
"EMP1007","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2025-09-08,0.1,"Less than 1 year"
"EMP1008","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2021-04-19,4.49,"3-5 years"
"EMP1009","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2022-06-24,3.31,"3-5 years"
"EMP1010","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","Northeast",2023-09-22,2.06,"1-2 years"
"EMP1011","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2024-05-17,1.41,"1-2 years"
"EMP1012","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2024-10-07,1.02,"1-2 years"
"EMP1013","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2022-04-12,3.51,"3-5 years"
"EMP1014","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2023-12-25,1.81,"1-2 years"
"EMP1015","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","South",2019-11-15,5.92,"3-5 years"
"EMP1016","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Northeast",2025-09-26,0.05,"Less than 1 year"
"EMP1017","Client Operations","Implementation","Professional","People Manager","Remote","Northeast",2018-11-15,6.92,"6-10 years"
"EMP1018","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2016-09-04,9.11,"6-10 years"
"EMP1019","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2022-12-07,2.86,"1-2 years"
"EMP1020","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2021-05-05,4.45,"3-5 years"
"EMP1021","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2024-03-28,1.55,"1-2 years"
"EMP1022","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Midwest",2024-10-21,0.98,"Less than 1 year"
"EMP1023","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2015-07-07,10.28,"6-10 years"
"EMP1024","Client Operations","Implementation","Manager","Individual Contributor","Hybrid","Northeast",2024-05-22,1.4,"1-2 years"
"EMP1025","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","West",2025-05-05,0.45,"Less than 1 year"
"EMP1026","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","South",2024-02-21,1.65,"1-2 years"
"EMP1027","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2016-12-10,8.85,"6-10 years"
"EMP1028","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2023-06-09,2.35,"1-2 years"
"EMP1029","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","West",2020-01-08,5.77,"3-5 years"
"EMP1030","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2017-02-24,8.64,"6-10 years"
"EMP1031","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2021-03-02,4.62,"3-5 years"
"EMP1032","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2022-11-30,2.87,"1-2 years"
"EMP1033","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2023-01-25,2.72,"1-2 years"
"EMP1034","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2021-03-02,4.62,"3-5 years"
"EMP1035","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2018-10-19,6.99,"6-10 years"
"EMP1036","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2024-07-29,1.21,"1-2 years"
"EMP1037","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2022-02-24,3.64,"3-5 years"
"EMP1038","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2016-12-26,8.8,"6-10 years"
"EMP1039","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2023-10-25,1.97,"1-2 years"
"EMP1040","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Northeast",2024-02-06,1.69,"1-2 years"
"EMP1041","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2024-11-03,0.95,"Less than 1 year"
"EMP1042","Client Operations","Implementation","Manager","People Manager","Hybrid","Northeast",2019-01-24,6.72,"6-10 years"
"EMP1043","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2024-03-20,1.57,"1-2 years"
"EMP1044","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","West",2023-01-30,2.71,"1-2 years"
"EMP1045","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2022-06-25,3.31,"3-5 years"
"EMP1046","Client Operations","Implementation","Director and Above","People Manager","Hybrid","South",2021-07-12,4.26,"3-5 years"
"EMP1047","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","West",2023-06-13,2.34,"1-2 years"
"EMP1048","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","Northeast",2021-11-27,3.88,"3-5 years"
"EMP1049","Client Operations","Implementation","Professional","Individual Contributor","On-site","Northeast",2025-07-09,0.27,"Less than 1 year"
"EMP1050","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2005-08-03,20.2,"11 or more years"
"EMP1051","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2018-09-20,7.07,"6-10 years"
"EMP1052","Client Operations","Implementation","Professional","Individual Contributor","Remote","Midwest",2024-11-05,0.94,"Less than 1 year"
"EMP1053","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Northeast",2024-11-12,0.92,"Less than 1 year"
"EMP1054","Client Operations","Implementation","Manager","People Manager","Hybrid","South",2024-03-14,1.59,"1-2 years"
"EMP1055","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2017-11-13,7.92,"6-10 years"
"EMP1056","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-06-05,5.36,"3-5 years"
"EMP1057","Client Operations","Implementation","Senior Professional","People Manager","On-site","Northeast",2018-03-12,7.59,"6-10 years"
"EMP1058","Client Operations","Implementation","Entry Level","Individual Contributor","Remote","South",2021-07-22,4.23,"3-5 years"
"EMP1059","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2022-06-18,3.33,"3-5 years"
"EMP1060","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2016-01-05,9.78,"6-10 years"
"EMP1061","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2017-08-05,8.19,"6-10 years"
"EMP1062","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2020-01-19,5.74,"3-5 years"
"EMP1063","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2023-12-02,1.87,"1-2 years"
"EMP1064","Client Operations","Implementation","Entry Level","Individual Contributor","Hybrid","Midwest",2022-11-24,2.89,"1-2 years"
"EMP1065","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2021-07-21,4.24,"3-5 years"
"EMP1066","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2018-11-29,6.88,"6-10 years"
"EMP1067","Client Operations","Implementation","Senior Professional","Individual Contributor","Remote","Midwest",2016-11-05,8.94,"6-10 years"
"EMP1068","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","Northeast",2021-07-20,4.24,"3-5 years"
"EMP1069","Client Operations","Implementation","Senior Professional","Individual Contributor","Hybrid","South",2008-07-16,17.25,"11 or more years"
"EMP1070","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2016-01-24,9.72,"6-10 years"
"EMP1071","Client Operations","Implementation","Professional","Individual Contributor","On-site","West",2025-05-17,0.41,"Less than 1 year"
"EMP1072","Client Operations","Implementation","Senior Professional","People Manager","Hybrid","Midwest",2024-11-16,0.91,"Less than 1 year"
"EMP1073","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2025-04-21,0.48,"Less than 1 year"
"EMP1074","Client Operations","Implementation","Professional","Individual Contributor","On-site","South",2025-02-02,0.7,"Less than 1 year"
"EMP1075","Client Operations","Implementation","Manager","People Manager","Hybrid","West",2019-01-22,6.73,"6-10 years"
"EMP1076","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2016-10-14,9,"6-10 years"
"EMP1077","Client Operations","Implementation","Professional","Individual Contributor","On-site","Midwest",2021-09-08,4.1,"3-5 years"
"EMP1078","Client Operations","Implementation","Entry Level","Individual Contributor","On-site","South",2020-03-14,5.59,"3-5 years"
"EMP1079","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","West",2023-04-22,2.48,"1-2 years"
"EMP1080","Client Operations","Implementation","Professional","Individual Contributor","Remote","West",2024-04-21,1.48,"1-2 years"
"EMP1081","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2024-03-20,1.57,"1-2 years"
"EMP1082","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2021-07-01,4.29,"3-5 years"
"EMP1083","Client Operations","Implementation","Professional","Individual Contributor","Remote","Northeast",2023-01-05,2.78,"1-2 years"
"EMP1084","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","South",2024-08-26,1.14,"1-2 years"
"EMP1085","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","South",2025-06-13,0.34,"Less than 1 year"
"EMP1086","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Midwest",2020-06-17,5.33,"3-5 years"
"EMP1087","Client Operations","Implementation","Professional","Individual Contributor","Remote","South",2021-06-16,4.33,"3-5 years"
"EMP1088","Client Operations","Implementation","Senior Professional","Individual Contributor","On-site","West",2022-02-19,3.65,"3-5 years"
"EMP1089","Client Operations","Implementation","Professional","Individual Contributor","Hybrid","Northeast",2024-10-27,0.97,"Less than 1 year"
"EMP1090","Client Operations","Implementation","Senior Professional","People Manager","Remote","West",2023-12-07,1.86,"1-2 years"
